slug;name_en;name_ru
dumbbell-high-incline-skullover;Dumbbell High Incline Skullover;Верхний на наклонной скамье скалл-пуловер с гантелями
dumbbell-hip-thrust;Dumbbell Hip Thrust;Ягодичный мост с опорой плечами с гантелями
dumbbell-hollow-hold;Dumbbell Hollow Hold;Удержание «банан» с гантелями
dumbbell-incline-bench-press;Dumbbell Incline Bench Press;Жим лёжа на наклонной скамье с гантелями
dumbbell-incline-chest-fly;Dumbbell Incline Chest Fly;На наклонной скамье разведение рук на грудь с гантелями
dumbbell-incline-chest-flys;Dumbbell Incline Chest Flys;На наклонной скамье груди разведение рук с гантелями
dumbbell-incline-curl;Dumbbell Incline Curl;На наклонной скамье сгибание рук с гантелями
dumbbell-incline-front-raise;Dumbbell Incline Front Raise;На наклонной скамье подъём рук перед собой с гантелями
dumbbell-incline-hammer-curl;Dumbbell Incline Hammer Curl;На наклонной скамье молотковое сгибание рук с гантелями
dumbbell-incline-reverse-curl;Dumbbell Incline Reverse Curl;На наклонной скамье обратное сгибание рук с гантелями
dumbbell-incline-skullcrusher;Dumbbell Incline Skullcrusher;На наклонной скамье французский жим лёжа с гантелями
dumbbell-incline-skullover;Dumbbell Incline Skullover;На наклонной скамье скалл-пуловер с гантелями
dumbbell-incline-twisting-curl;Dumbbell Incline Twisting Curl;На наклонной скамье сгибание рук с поворотом с гантелями
dumbbell-incline-zottman-curl;Dumbbell Incline Zottman Curl;На наклонной скамье сгибание Зоттмана с гантелями
dumbbell-internal-rotation;Dumbbell Internal Rotation;Внутренняя ротация с гантелями
dumbbell-internally-rotated-chest-fly;Dumbbell Internally Rotated Chest Fly;С внутренней ротацией разведение рук на грудь с гантелями
dumbbell-internally-rotated-floor-fly;Dumbbell Internally Rotated Floor Fly;С внутренней ротацией разведение рук лёжа на полу с гантелями
dumbbell-internally-rotated-incline-chest-fly;Dumbbell Internally Rotated Incline Chest Fly;С внутренней ротацией на наклонной скамье разведение рук на грудь с гантелями
dumbbell-internally-rotated-rear-delt-fly;Dumbbell Internally Rotated Rear Delt Fly;С внутренней ротацией разведение рук на заднюю дельту с гантелями
dumbbell-internally-rotated-single-arm-floor-fly;Dumbbell Internally Rotated Single Arm Floor Fly;С внутренней ротацией одной рукой разведение рук лёжа на полу с гантелью
dumbbell-kickstand-squat;Dumbbell Kickstand Squat;С опорой одной ногой приседание с гантелями
dumbbell-knee-lawnmower-row;Dumbbell Knee Lawnmower Row;Колена тяга «газонокосилка» с гантелями
dumbbell-kneeling-single-arm-row;Dumbbell Kneeling Single Arm Row;На коленях одной рукой тяга с гантелью
dumbbell-kneeling-wood-chopper;Dumbbell Kneeling Wood Chopper;На коленях дровосек с гантелями
dumbbell-larsen-press;Dumbbell Larsen Press;Ларсена жим с гантелями
dumbbell-lateral-lunge-reach;Dumbbell Lateral Lunge Reach;Боковой выпад дотягивание с гантелями
dumbbell-lateral-raise;Dumbbell Lateral Raise;Подъём рук в стороны с гантелями
dumbbell-laying-30-degree-shrug;Dumbbell Laying 30 Degree Shrug;Лёжа шраги под углом 30 градусов с гантелями
dumbbell-laying-curl;Dumbbell Laying Curl;Лёжа сгибание рук с гантелями
dumbbell-laying-incline-lateral-raise;Dumbbell Laying Incline Lateral Raise;Лёжа на наклонной скамье подъём рук в стороны с гантелями
dumbbell-laying-incline-row;Dumbbell Laying Incline Row;Лёжа на наклонной скамье тяга с гантелями
dumbbell-laying-reverse-fly;Dumbbell Laying Reverse Fly;Лёжа обратное разведение рук с гантелями
dumbbell-laying-reverse-fly-internally-rotated;Dumbbell Laying Reverse Fly Internally Rotated;Лёжа обратное разведение рук с внутренней ротацией с гантелями
dumbbell-laying-silverback-shrug;Dumbbell Laying Silverback Shrug;Лёжа шраги «сильвербэк» с гантелями
dumbbell-leg-curl;Dumbbell Leg Curl;Сгибание ног с гантелями
dumbbell-leg-extension;Dumbbell Leg Extension;Разгибание ног с гантелями
dumbbell-long-lever-russian-twist;Dumbbell Long Lever Russian Twist;Длинный рычаг скручивание с поворотом с гантелями
dumbbell-neutral-alternating-overhead-press;Dumbbell Neutral Alternating Overhead Press;Нейтральным хватом поочерёдный жим над головой с гантелями
dumbbell-neutral-bench-press;Dumbbell Neutral Bench Press;Нейтральным хватом жим лёжа с гантелями
dumbbell-neutral-high-incline-bench-press;Dumbbell Neutral High Incline Bench Press;Нейтральным хватом верхний жим лёжа на наклонной скамье с гантелями
dumbbell-neutral-incline-bench-press;Dumbbell Neutral Incline Bench Press;Нейтральным хватом жим лёжа на наклонной скамье с гантелями
dumbbell-neutral-overhead-press;Dumbbell Neutral Overhead Press;Нейтральным хватом жим над головой с гантелями
dumbbell-neutral-seated-overhead-press;Dumbbell Neutral Seated Overhead Press;Нейтральным хватом сидя жим над головой с гантелями
dumbbell-offset-squat;Dumbbell Offset Squat;Асимметричный приседание с гантелями
dumbbell-overhead-press;Dumbbell Overhead Press;Жим над головой с гантелями
dumbbell-overhead-side-bend;Dumbbell Overhead Side Bend;Над головой наклон в сторону с гантелями
dumbbell-overhead-squat;Dumbbell Overhead Squat;Над головой приседание с гантелями
dumbbell-overhead-tricep-extension;Dumbbell Overhead Tricep Extension;Разгибание рук на трицепс над головой с гантелями
dumbbell-pendlay-row;Dumbbell Pendlay Row;Тяга Пендлея с гантелями
dumbbell-plank-pullthrough;Dumbbell Plank Pullthrough;Планка тяга между ног с гантелями
dumbbell-preacher-curl;Dumbbell Preacher Curl;Сгибание рук на скамье Скотта с гантелями
dumbbell-pullover;Dumbbell Pullover;Пуловер с гантелями
dumbbell-pullover-eccentrics;Dumbbell Pullover Eccentrics;Пуловер эксцентрическая фаза с гантелями
dumbbell-push-press;Dumbbell Push Press;Толчковый жим с гантелями
dumbbell-quad-stomp;Dumbbell Quad Stomp;Топание квадрицепсом с гантелями
dumbbell-rear-delt-fly;Dumbbell Rear Delt Fly;Разведение рук на заднюю дельту с гантелями
dumbbell-rear-delt-row;Dumbbell Rear Delt Row;Тяга на заднюю дельту с гантелями
dumbbell-renegade-row;Dumbbell Renegade Row;Тяга гантелей в планке с гантелями
dumbbell-reverse-curl;Dumbbell Reverse Curl;Обратное сгибание рук с гантелями
dumbbell-reverse-grip-bench-press;Dumbbell Reverse Grip Bench Press;Жим лёжа обратным хватом с гантелями
